2004-11-15T13:32:00.000Z	|trey|	thoreauputic	true  :)  I am just always forget to add it to menu's etc... when on the desktop, I try to use those tools  :)
2004-11-15T13:34:00.000Z	thoreauputic	|trey|	well, my fluxbox menu is pretty heavily customised
2004-11-15T13:34:00.000Z	|trey|	thoreauputic	Themes or the KDE KCM load fast anyways, and are more powerful  :)
2004-11-15T13:35:00.000Z	|trey|	thoreauputic	heh, I had like 300 vd's on flux once, crazy... usually stuck with the Debian Menu though due to being more familier with it (note I didn't say I liked it... badly laid out imo)
2004-11-15T13:39:00.000Z	|trey|	thoreauputic	haha, I stopped paying attention  :(
2004-11-15T13:40:00.000Z	|trey|	thoreauputic	ahh, I remember that part... her head probably kinda hurts, but if she grasped at least some of it, she will be ok in a few months  :)
2004-11-16T14:07:00.000Z	|trey|	thoreauputic	I miss dpkg the bot  :(
2004-11-16T14:07:00.000Z	thoreauputic	|trey|	ah yes, a bot would be nice..
2004-11-16T14:08:00.000Z	|trey|	thoreauputic	I said that... dpkg's database is public too... would be nice to customize one, maybe have it sync with the wiki or something  :)
2004-11-16T14:08:00.000Z	|trey|	thoreauputic	plus some fun stuff of course  :)
2004-11-16T14:09:00.000Z	thoreauputic	|trey|	some of the factoids are not exactly in the spirit of Ubuntu ;)
2004-11-16T14:13:00.000Z	|trey|	thoreauputic	you can delete those then, thats fine...  :)
2004-11-16T14:13:00.000Z	|trey|	thoreauputic	only thing I don't get about Aussie rules... why a round field?  :o
2004-11-16T14:14:00.000Z	thoreauputic	|trey|	they play on cricket ovals, mostly
2004-11-16T14:14:00.000Z	thoreauputic	|trey|	that's the reason I guess, historically
2004-11-16T14:14:00.000Z	|trey|	thoreauputic	my Grandfather almost went pro for Cricket... Dad for Golf...
2004-11-16T14:15:00.000Z	|trey|	thoreauputic	My Grandfathers second wife ran a lot of Marathons, she can't now though, she doesn't have the energy, too old  :(
2004-11-16T14:16:00.000Z	thoreauputic	|trey|	that's pretty impressive
2004-11-16T14:16:00.000Z	thoreauputic	|trey|	very good, indeed
2004-11-16T14:37:00.000Z	thoreauputic	|trey|	I don't think he can get a shell - so that wouldn't help
2004-11-16T14:37:00.000Z	|trey|	thoreauputic	it basically tries what init will try manually...
2004-11-16T14:38:00.000Z	|trey|	thoreauputic	go type that on a terminal, it restarts getty...  :)
2004-11-16T14:38:00.000Z	thoreauputic	|trey|	OK :)
2004-11-16T08:02:00.000Z	|trey|	thoreauputic	^^
